SK_ID_CURR,0
TARGET,0
NAME_CONTRACT_TYPE,0
CODE_GENDER,0
FLAG_OWN_CAR,0
FLAG_OWN_REALTY,0
CNT_CHILDREN,0
AMT_INCOME_TOTAL,0
AMT_CREDIT,0
AMT_ANNUITY,0.003902299
AMT_GOODS_PRICE,0.09040327
NAME_TYPE_SUITE,0.420147572
NAME_INCOME_TYPE,0
NAME_EDUCATION_TYPE,0
NAME_FAMILY_STATUS,0
NAME_HOUSING_TYPE,0
REGION_POPULATION_RELATIVE,0
DAYS_BIRTH,0
DAYS_EMPLOYED,0
DAYS_REGISTRATION,0
DAYS_ID_PUBLISH,0
OWN_CAR_AGE,65.99081008
FLAG_MOBIL,0
FLAG_EMP_PHONE,0
FLAG_WORK_PHONE,0
FLAG_CONT_MOBILE,0
FLAG_PHONE,0
FLAG_EMAIL,0
OCCUPATION_TYPE,31.34554536
CNT_FAM_MEMBERS,0.000650383
REGION_RATING_CLIENT,0
REGION_RATING_CLIENT_W_CITY,0
WEEKDAY_APPR_PROCESS_START,0
HOUR_APPR_PROCESS_START,0
REG_REGION_NOT_LIVE_REGION,0
REG_REGION_NOT_WORK_REGION,0
LIVE_REGION_NOT_WORK_REGION,0
REG_CITY_NOT_LIVE_CITY,0
REG_CITY_NOT_WORK_CITY,0
LIVE_CITY_NOT_WORK_CITY,0
ORGANIZATION_TYPE,0
EXT_SOURCE_1,56.38107255
EXT_SOURCE_2,0.214626469
EXT_SOURCE_3,19.82530706
APARTMENTS_AVG,50.74972928
BASEMENTAREA_AVG,58.51595553
YEARS_BEGINEXPLUATATION_AVG,48.78101922
YEARS_BUILD_AVG,66.49778382
COMMONAREA_AVG,69.87229725
ELEVATORS_AVG,53.29597966
ENTRANCES_AVG,50.34876801
FLOORSMAX_AVG,49.76082156
FLOORSMIN_AVG,67.84862981
LANDAREA_AVG,59.37673774
LIVINGAPARTMENTS_AVG,68.35495316
LIVINGAREA_AVG,50.19332642
NONLIVINGAPARTMENTS_AVG,69.43296337
NONLIVINGAREA_AVG,55.17916432
APARTMENTS_MODE,50.74972928
BASEMENTAREA_MODE,58.51595553
YEARS_BEGINEXPLUATATION_MODE,48.78101922
YEARS_BUILD_MODE,66.49778382
COMMONAREA_MODE,69.87229725
ELEVATORS_MODE,53.29597966
ENTRANCES_MODE,50.34876801
FLOORSMAX_MODE,49.76082156
FLOORSMIN_MODE,67.84862981
LANDAREA_MODE,59.37673774
LIVINGAPARTMENTS_MODE,68.35495316
LIVINGAREA_MODE,50.19332642
NONLIVINGAPARTMENTS_MODE,69.43296337
NONLIVINGAREA_MODE,55.17916432
APARTMENTS_MEDI,50.74972928
BASEMENTAREA_MEDI,58.51595553
YEARS_BEGINEXPLUATATION_MEDI,48.78101922
YEARS_BUILD_MEDI,66.49778382
COMMONAREA_MEDI,69.87229725
ELEVATORS_MEDI,53.29597966
ENTRANCES_MEDI,50.34876801
FLOORSMAX_MEDI,49.76082156
FLOORSMIN_MEDI,67.84862981
LANDAREA_MEDI,59.37673774
LIVINGAPARTMENTS_MEDI,68.35495316
LIVINGAREA_MEDI,50.19332642
NONLIVINGAPARTMENTS_MEDI,69.43296337
NONLIVINGAREA_MEDI,55.17916432
FONDKAPREMONT_MODE,68.38617155
HOUSETYPE_MODE,50.17609126
TOTALAREA_MODE,48.26851722
WALLSMATERIAL_MODE,50.84078293
EMERGENCYSTATE_MODE,47.39830445
OBS_30_CNT_SOCIAL_CIRCLE,0.332020643
DEF_30_CNT_SOCIAL_CIRCLE,0.332020643
OBS_60_CNT_SOCIAL_CIRCLE,0.332020643
DEF_60_CNT_SOCIAL_CIRCLE,0.332020643
DAYS_LAST_PHONE_CHANGE,0.000325192
AMT_REQ_CREDIT_BUREAU_HOUR,13.50163084
AMT_REQ_CREDIT_BUREAU_DAY,13.50163084
AMT_REQ_CREDIT_BUREAU_WEEK,13.50163084
AMT_REQ_CREDIT_BUREAU_MON,13.50163084
AMT_REQ_CREDIT_BUREAU_QRT,13.50163084
AMT_REQ_CREDIT_BUREAU_YEAR,13.50163084
